video,event_change,frame
131_Trim2.mp4,00:00:12.425,374
131_Trim3.mp4,00:00:19.935,599
131_Trim4.mp4,00:00:11.426,344
131_Trim5.mp4,00:00:18.237,548
131_Trim6.mp4,00:00:13.718,413
132_Trim1.mp4,00:00:15.250,458
132_Trim2.mp4,00:00:20.669,621
132_Trim3.mp4,00:00:15.918,479
132_Trim4.mp4,00:00:14.429,434
132_Trim5.mp4,00:00:11.943,359
133_Trim1.mp4,00:00:12.431,374
133_Trim2.mp4,00:00:11.158,336
134_Trim1.mp4,00:00:14.168,426
134_Trim2.mp4,00:00:08.939,269
134_Trim3.mp4,00:00:13.667,411
134_Trim4.mp4,00:00:14.651,441
134_Trim5.mp4,00:00:04.904,148
135_Trim.mp4,00:00:12.020,362
135_Trim2.mp4,00:00:20.456,615
135_Trim3.mp4,00:00:08.405,253
135_Trim4.mp4,00:00:11.401,343
135_Trim5.mp4,00:00:13.185,397
135_Trim6.mp4,00:00:06.170,186
136_Trim1.mp4,00:00:11.919,359
136_Trim2.mp4,00:00:08.923,269
136_Trim3.mp4,00:00:12.901,388
136_Trim4.mp4,00:00:08.155,246
136_Trim5.mp4,00:00:07.917,239
137_Trim1.mp4,00:00:13.668,411
137_Trim2.mp4,00:00:14.954,450
137_Trim3.mp4,00:00:33.901,1018
137_Trim4.mp4,00:00:13.155,396
137_Trim5.mp4,00:00:14.924,449
138_Trim1.mp4,00:01:20.159,636
138_Trim2.mp4,00:00:18.922,569
138_Trim3.mp4,00:00:32.502,976
138_Trim4.mp4,00:00:21.177,636
138_Trim5.mp4,00:00:19.686,592
139_Trim1.mp4,00:00:13.155,396
139_Trim2.mp4,00:00:15.156,456
13_Trim1.mp4,00:00:25.152,756
13_Trim2.mp4,00:00:15.903,478
13_Trim3.mp4,00:00:18.153,546
13_Trim4.mp4,00:00:16.651,501
140_Trim1.mp4,00:00:33.850,1016
140_Trim3.mp4,00:00:30.653,921
140_Trim4.mp4,00:00:15.418,464
140_Trim5.mp4,00:00:35.970,1080
141_Trim1.mp4,00:00:19.918,599
141_Trim2.mp4,00:00:58.835,1766
141_Trim3.mp4,00:00:40.018,1202
141_Trim4.mp4,00:00:29.500,886
141_Trim5.mp4,00:00:29.235,878
142_Trim1.mp4,00:00:12.906,388
142_Trim2.mp4,00:00:23.656,711
142_Trim3.mp4,00:00:23.935,719
142_Trim4.mp4,00:00:30.930,929
143_Trim2.mp4,00:00:10.904,328
143_Trim3.mp4,00:00:28.907,868
143_Trim4.mp4,00:00:25.934,779
143_Trim5.mp4,00:00:21.202,637
145_Trim1.mp4,00:00:24.679,741
145_Trim2.mp4,00:00:25.485,766
146_Trim1.mp4,00:00:30.485,916
146_Trim3.mp4,00:00:26.219,788
147_Trim1.mp4,00:00:20.651,621
148_Trim1.mp4,00:00:09.911,298
148_Trim2.mp4,00:00:07.670,231
148_Trim3.mp4,00:00:18.426,554
149_Trim1.mp4,00:00:11.403,343
149_Trim2.mp4,00:00:08.652,261
149_Trim3.mp4,00:00:11.903,358
149_Trim4.mp4,00:00:17.063,513
14_Trim1.mp4,00:00:26.406,793
14_Trim2.mp4,00:00:13.402,403
14_Trim3.mp4,00:00:10.154,306
14_Trim4.mp4,00:00:15.668,471
150_Trim1.mp4,00:00:29.180,876
150_Trim2.mp4,00:00:17.935,539
150_Trim3.mp4,00:00:42.018,1262
151_Trim1.mp4,00:00:13.901,418
151_Trim2.mp4,00:00:05.401,163
151_Trim3.mp4,00:00:09.152,276
151_Trim4.mp4,00:00:14.900,448
152_Trim1.mp4,00:00:12.667,381
152_Trim2.mp4,00:00:07.991,241
152_Trim3.mp4,00:00:08.922,269
153_Trim1.mp4,00:00:07.429,224
153_Trim2.mp4,00:00:09.651,291
154_Trim1.mp4,00:00:19.185,577
154_Trim2.mp4,00:00:13.123,395
154_Trim3.mp4,00:00:12.671,381
154_Trim4.mp4,00:00:28.403,853
155_Trim1.mp4,00:00:16.690,502
155_Trim2.mp4,00:00:05.905,178
155_Trim3.mp4,00:00:11.685,352
155_Trim4.mp4,00:00:11.185,337
155_Trim5.mp4,00:00:13.692,412
155_Trim6.mp4,00:00:24.718,743
156_Trim1.mp4,00:00:10.401,313
156_Trim2.mp4,00:00:08.655,261
156_Trim3.mp4,00:00:12.154,366
157_Trim1.mp4,00:00:06.901,208
157_Trim2.mp4,00:00:09.401,283
157_Trim3.mp4,00:00:07.651,231
157_Trim4.mp4,00:00:09.903,298
157_Trim5.mp4,00:00:09.924,299
157_Trim6.mp4,00:00:11.687,352
157_Trim7.mp4,00:00:07.692,232
158_Trim1.mp4,00:00:17.914,538
158_Trim2.mp4,00:00:07.901,238
158_Trim3.mp4,00:00:07.404,223
158_Trim4.mp4,00:00:12.934,389
158_Trim5.mp4,00:00:02.652,81
158_Trim6.mp4,00:00:11.200,337
159_Trim1.mp4,00:00:09.601,289
159_Trim2.mp4,00:00:19.151,576
15_Trim1.mp4,00:00:12.184,367
15_Trim2.mp4,00:00:12.434,374
15_Trim3.mp4,00:00:14.670,441
15_Trim4.mp4,00:00:12.652,381
15_Trim5.mp4,00:00:10.992,331
15_Trim6.mp4,00:00:09.203,277
160_Trim1.mp4,00:00:19.179,576
160_Trim2.mp4,00:00:10.662,321
160_Trim3.mp4,00:00:10.918,329
160_Trim4.mp4,00:00:25.218,758
161_Trim1.mp4,00:00:10.402,313
161_Trim2.mp4,00:00:12.668,381
161_Trim3.mp4,00:00:08.651,261
161_Trim4.mp4,00:00:16.908,508
161_Trim5.mp4,00:00:27.902,838
161_Trim6.mp4,00:00:23.181,696
162_Trim1.mp4,00:00:12.900,388
162_Trim2.mp4,00:00:19.218,578
162_Trim3.mp4,00:00:17.678,531
162_Trim4.mp4,00:00:12.902,388
163_Trim1.mp4,00:00:09.152,276
163_Trim2.mp4,00:00:45.035,1352
164_Trim1.mp4,00:00:18.902,568
164_Trim2.mp4,00:00:17.151,516
164_Trim3.mp4,00:00:14.935,449
164_Trim4.mp4,00:00:08.151,246
165_Trim1.mp4,00:00:19.685,592
165_Trim2.mp4,00:00:12.152,366
165_Trim3.mp4,00:00:18.901,568
166_Trim1.mp4,00:00:22.184,667
166_Trim2.mp4,00:00:19.682,591
167_Trim1.mp4,00:00:14.216,427
167_Trim2.mp4,00:00:13.117,395
167_Trim3.mp4,00:00:26.434,794
167_Trim4.mp4,00:00:19.159,576
168_Trim1.mp4,00:00:14.651,441
168_Trim2.mp4,00:00:11.401,343
168_Trim3.mp4,00:00:11.402,343
168_Trim4.mp4,00:00:14.927,449
168_Trim5.mp4,00:00:10.930,329
169_Trim1.mp4,00:00:17.684,532
169_Trim2.mp4,00:00:04.900,148
16_Trim1.mp4,00:00:11.401,343
16_Trim2.mp4,00:00:03.901,118
16_Trim3.mp4,00:00:10.402,313
16_Trim4.mp4,00:00:12.402,373
16_Trim5.mp4,00:00:28.902,868
16_Trim6.mp4,00:00:08.548,257
170_Trim1.mp4,00:00:07.151,216
170_Trim2.mp4,00:00:15.168,456
170_Trim3.mp4,00:00:14.684,442
170_Trim4.mp4,00:00:04.499,136
173_Trim1.mp4,00:00:37.768,1134
173_Trim2.mp4,00:00:28.151,846
173_Trim3.mp4,00:00:14.179,426
173_Trim4.mp4,00:00:16.157,486
173_Trim5.mp4,00:00:27.235,818
173_Trim6.mp4,00:00:14.168,426
173_Trim7.mp4,00:00:08.401,253
174_Trim1.mp4,00:00:10.402,313
174_Trim2.mp4,00:00:07.688,232
174_Trim3.mp4,00:00:09.191,277
174_Trim4.mp4,00:00:08.943,269
175_Trim1.mp4,00:00:09.933,299
175_Trim2.mp4,00:00:06.400,193
175_Trim3.mp4,00:00:14.412,433
175_Trim4.mp4,00:00:17.188,517
175_Trim5.mp4,00:00:12.902,388
176_Trim1.mp4,00:00:15.427,464
176_Trim2.mp4,00:00:09.173,276
176_Trim3.mp4,00:00:12.917,389
176_Trim4.mp4,00:00:17.133,515
176_Trim5.mp4,00:00:10.928,329
176_Trim6.mp4,00:00:14.673,441
177_Trim1.mp4,00:00:10.189,307
177_Trim2.mp4,00:00:08.423,254
178_Trim1.mp4,00:00:04.717,143
178_Trim2.mp4,00:00:10.152,306
179_Trim1.mp4,00:00:14.678,441
179_Trim10.mp4,00:00:13.412,403
179_Trim11.mp4,00:00:12.906,388
179_Trim12.mp4,00:00:12.923,389
179_Trim2.mp4,00:00:13.151,396
179_Trim3.mp4,00:00:13.186,397
179_Trim4.mp4,00:00:16.929,509
179_Trim5.mp4,00:00:08.417,254
179_Trim6.mp4,00:00:13.917,419
179_Trim7.mp4,00:00:12.402,373
179_Trim8.mp4,00:00:09.658,291
179_Trim9.mp4,00:00:26.902,808
17_Trim1.mp4,00:00:14.652,441
180_Trim1.mp4,00:00:13.804,415
180_Trim2.mp4,00:00:07.117,215
180_Trim3.mp4,00:00:15.180,456
180_Trim4.mp4,00:00:06.665,201
180_Trim5.mp4,00:00:18.692,562
180_Trim6.mp4,00:00:14.668,441
180_Trim7.mp4,00:00:17.401,523
181_Trim1.mp4,00:00:26.924,809
181_Trim2.mp4,00:00:23.416,703
181_Trim3.mp4,00:00:14.683,441
181_Trim4.mp4,00:00:12.125,365
182_Trim1.mp4,00:00:25.410,763
182_Trim2.mp4,00:00:07.053,213
182_Trim3.mp4,00:00:14.668,441
182_Trim4.mp4,00:00:13.181,396
183_Trim1.mp4,00:00:15.932,479
183_Trim2.mp4,00:00:09.435,284
183_Trim3.mp4,00:00:07.662,231
183_Trim4.mp4,00:00:16.434,494
184_Trim1.mp4,00:00:10.164,306
184_Trim2.mp4,00:00:11.154,336
184_Trim3.mp4,00:00:18.435,554
184_Trim4.mp4,00:00:14.161,426
185_Trim1.mp4,00:01:33.718,1043
185_Trim2.mp4,00:00:59.460,1785
186_Trim1.mp4,00:00:20.176,606
186_Trim2.mp4,00:00:20.165,606
186_Trim3.mp4,00:00:10.913,328
186_Trim4.mp4,00:00:13.434,404
187_Trim1.mp4,00:00:18.435,554
187_Trim2.mp4,00:00:20.936,629
187_Trim3.mp4,00:00:14.148,425
187_Trim4.mp4,00:00:15.685,472
187_Trim5.mp4,00:00:15.452,465
188_Trim1.mp4,00:00:31.235,938
188_Trim2.mp4,00:00:59.989,1801
189_Trim1.mp4,00:00:11.402,343
189_Trim2.mp4,00:00:12.902,388
189_Trim3.mp4,00:00:10.431,314
189_Trim4.mp4,00:00:11.667,351
18_Trim1.mp4,00:00:08.401,253
18_Trim2.mp4,00:00:10.659,321
18_Trim3.mp4,00:00:10.952,330
18_Trim4.mp4,00:00:09.652,291
18_Trim5.mp4,00:00:09.402,283
190_Trim1.mp4,00:00:24.300,730
190_Trim2.mp4,00:00:12.173,366
190_Trim3.mp4,00:00:14.684,442
190_Trim4.mp4,00:00:16.183,486
190_Trim5.mp4,00:00:12.435,374
190_Trim6.mp4,00:00:19.675,591
191_Trim1.mp4,00:00:07.177,216
191_Trim2.mp4,00:00:05.674,171
192_Trim1.mp4,00:00:09.445,284
192_Trim2.mp4,00:00:08.669,261
192_Trim3.mp4,00:00:17.689,532
192_Trim4.mp4,00:00:09.652,291
193_Trim1.mp4,00:00:08.401,253
193_Trim2.mp4,00:00:09.672,291
193_Trim3.mp4,00:00:04.645,140
193_Trim4.mp4,00:00:08.401,253
193_Trim5.mp4,00:00:09.176,276
194_Trim1.mp4,00:00:10.917,329
194_Trim2.mp4,00:00:12.408,373
194_Trim3.mp4,00:00:08.400,253
194_Trim4.mp4,00:00:07.186,217
194_Trim5.mp4,00:00:04.901,148
194_Trim6.mp4,00:00:06.919,209
194_Trim7.mp4,00:00:09.401,283
195_Trim1.mp4,00:00:11.517,347
195_Trim2.mp4,00:00:14.976,450
195_Trim3.mp4,00:00:14.733,443
195_Trim4.mp4,00:00:19.401,583
195_Trim5.mp4,00:00:14.668,441
197_Trim1.mp4,00:00:20.683,621
197_Trim2.mp4,00:00:09.424,284
197_Trim3.mp4,00:00:10.152,306
197_Trim4.mp4,00:00:09.668,291
198_Trim1.mp4,00:00:45.318,1361
198_Trim2.mp4,00:00:08.251,249
198_Trim3.mp4,00:00:34.177,1026
198_Trim4.mp4,00:00:44.018,1322
198_Trim5.mp4,00:00:18.468,555
198_Trim6.mp4,00:00:39.935,1199
199_Trim1.mp4,00:00:13.684,412
199_Trim10.mp4,00:00:09.665,291
199_Trim2.mp4,00:00:08.676,261
199_Trim3.mp4,00:00:10.411,313
199_Trim4.mp4,00:00:06.917,209
199_Trim5.mp4,00:00:32.185,967
199_Trim6.mp4,00:00:14.183,426
199_Trim7.mp4,00:00:09.677,291
199_Trim8.mp4,00:00:06.151,186
199_Trim9.mp4,00:00:46.552,1398
19_Trim1.mp4,00:00:14.668,441
19_Trim2.mp4,00:00:05.402,163
19_Trim3.mp4,00:00:12.152,366
1_Trim1.mp4,00:00:34.654,1041
1_Trim2.mp4,00:00:26.736,803
1_Trim3.mp4,00:00:18.702,562
1_Trim4.mp4,00:00:13.651,411
1_Trim5.mp4,00:00:15.151,456
1_Trim6.mp4,00:00:15.154,456
1_Trim7.mp4,00:00:11.670,351
1_Trim8.mp4,00:00:29.486,886
1_Trim9.mp4,00:00:18.653,561
200_Trim1.mp4,00:00:19.202,577
200_Trim2.mp4,00:00:16.652,501
200_Trim3.mp4,00:00:06.931,209
200_Trim4.mp4,00:00:12.401,373
200_Trim5.mp4,00:00:08.192,247
200_Trim6.mp4,00:00:13.682,411
200_Trim7.mp4,00:00:20.934,629
201_Trim1.mp4,00:00:16.435,494
201_Trim2.mp4,00:00:15.185,457
201_Trim3.mp4,00:00:12.420,374
201_Trim4.mp4,00:00:18.667,561
202_Trim1.mp4,00:00:20.935,629
202_Trim2.mp4,00:00:17.670,531
202_Trim3.mp4,00:00:26.968,810
202_Trim4.mp4,00:00:16.918,509
202_Trim5.mp4,00:00:17.253,519
202_Trim6.mp4,00:00:08.169,246
202_Trim7.mp4,00:00:25.000,751
203_Trim1.mp4,00:00:18.183,546
203_Trim2.mp4,00:00:10.151,306
203_Trim3.mp4,00:00:07.650,230
203_Trim4.mp4,00:00:06.401,193
203_Trim5.mp4,00:00:12.401,373
203_Trim6.mp4,00:00:24.421,734
20_Trim1.mp4,00:00:25.218,758
21_Trim1.mp4,00:00:16.458,495
21_Trim2.mp4,00:00:12.918,389
21_Trim3.mp4,00:00:22.452,675
21_Trim4.mp4,00:00:13.402,403
21_Trim5.mp4,00:00:04.651,141
22_Trim1.mp4,00:00:07.403,223
22_Trim2.mp4,00:00:18.152,546
22_Trim3.mp4,00:00:32.702,982
22_Trim4.mp4,00:00:14.918,449
22_Trim5.mp4,00:00:19.185,577
23_Trim1.mp4,00:00:06.901,208
23_Trim2.mp4,00:00:05.652,171
23_Trim3.mp4,00:00:12.152,366
23_Trim4.mp4,00:00:17.652,531
23_Trim5.mp4,00:00:11.435,344
23_Trim6.mp4,00:00:09.902,298
24_Trim1.mp4,00:00:19.935,599
24_Trim2.mp4,00:00:19.685,592
24_Trim3.mp4,00:00:07.651,231
24_Trim4.mp4,00:00:08.402,253
25_Trim1.mp4,00:00:24.451,735
25_Trim2.mp4,00:00:12.902,388
25_Trim3.mp4,00:00:08.402,253
26_Trim1.mp4,00:00:03.402,103
26_Trim2.mp4,00:00:04.401,133
26_Trim3.mp4,00:00:16.418,494
26_Trim4.mp4,00:00:10.652,321
27_Trim1.mp4,00:00:13.153,396
27_Trim2.mp4,00:00:09.152,276
27_Trim3.mp4,00:00:21.718,653
27_Trim6.mp4,00:00:09.901,298
27_Trim7.mp4,00:00:14.258,429
28_Trim1.mp4,00:00:07.652,231
28_Trim2.mp4,00:00:17.903,538
28_Trim3.mp4,00:00:09.153,276
28_Trim4.mp4,00:00:11.901,358
28_Trim5.mp4,00:00:10.202,307
28_Trim6.mp4,00:00:19.152,576
28_Trim7.mp4,00:00:11.685,352
2_Trim1.mp4,00:00:05.901,178
2_Trim2.mp4,00:00:17.654,531
2_Trim3.mp4,00:00:13.655,411
2_Trim4.mp4,00:00:24.153,726
2_Trim5.mp4,00:00:18.185,547
30_Trim1.mp4,00:00:11.650,350
30_Trim2.mp4,00:00:08.922,269
30_Trim3.mp4,00:00:11.934,359
31_Trim1.mp4,00:00:25.428,764
31_Trim2.mp4,00:00:10.436,314
31_Trim3.mp4,00:00:08.921,269
31_Trim4.mp4,00:00:16.205,487
32_Trim1.mp4,00:01:27.954,870
32_Trim2.mp4,00:00:16.434,494
33_Trim1.mp4,00:00:06.420,194
33_Trim2.mp4,00:00:15.456,465
33_Trim3.mp4,00:00:18.703,562
33_Trim4.mp4,00:00:23.739,713
34_Trim1.mp4,00:00:15.352,462
34_Trim2.mp4,00:00:13.688,412
34_Trim3.mp4,00:00:24.736,743
34_Trim4.mp4,00:00:08.921,269
35_Trim1.mp4,00:00:09.170,276
35_Trim2.mp4,00:00:14.203,427
35_Trim3.mp4,00:00:08.418,254
36_Trim1.mp4,00:00:11.419,344
36_Trim2.mp4,00:00:13.687,412
36_Trim3.mp4,00:00:19.471,585
36_Trim4.mp4,00:00:11.172,336
36_Trim5.mp4,00:00:34.519,1037
37_Trim1.mp4,00:00:21.454,645
37_Trim2.mp4,00:00:32.272,969
37_Trim3.mp4,00:00:21.472,645
37_Trim4.mp4,00:00:21.220,638
37_Trim5.mp4,00:00:24.720,743
37_Trim6.mp4,00:00:15.956,480
37_Trim7.mp4,00:00:16.407,493
38_Trim1.mp4,00:00:09.905,298
38_Trim2.mp4,00:00:06.156,186
38_Trim3.mp4,00:00:4.904,148
38_Trim4.mp4,00:00:05.413,163
38_Trim5.mp4,00:00:10.172,306
39_Trim1.mp4,00:00:18.954,570
3_Trim1.mp4,00:00:14.653,441
3_Trim2.mp4,00:00:22.605,679
3_Trim3.mp4,00:00:10.404,313
3_Trim4.mp4,00:00:14.654,441
3_Trim5.mp4,00:00:30.903,928
3_Trim6.mp4,00:00:06.553,198
3_Trim7.mp4,00:00:15.902,478
40_Trim1.mp4,00:00:10.437,314
40_Trim2.mp4,00:00:11.434,344
40_Trim3.mp4,00:00:16.434,494
40_Trim4.mp4,00:00:13.438,404
40_Trim5.mp4,00:00:13.069,393
40_Trim6.mp4,00:00:06.671,201
40_Trim7.mp4,00:00:15.687,472
41_Trim1.mp4,00:00:02.665,81
41_Trim2.mp4,00:00:13.918,419
41_Trim3.mp4,00:00:13.654,411
41_Trim4.mp4,00:00:13.188,397
41_Trim5.mp4,00:00:20.686,622
42_Trim1.mp4,00:00:23.220,698
42_Trim2.mp4,00:00:22.221,668
43_Trim1.mp4,00:00:14.454,435
43_Trim2.mp4,00:00:17.703,532
43_Trim3.mp4,00:00:16.687,502
43_Trim4.mp4,00:00:17.438,524
43_Trim5.mp4,00:00:27.504,826
43_Trim6.mp4,00:00:19.455,585
44_Trim1.mp4,00:00:54.605,1639
44_Trim2.mp4,00:00:39.017,1172
45_Trim1.mp4,00:00:17.187,517
45_Trim2.mp4,00:00:22.188,667
45_Trim3.mp4,00:00:08.170,246
45_Trim4.mp4,00:00:10.686,322
45_Trim5.mp4,00:00:12.438,374
46_Trim1.mp4,00:00:19.221,578
46_Trim2.mp4,00:00:09.670,291
46_Trim3.mp4,00:00:10.937,329
47_Trim1.mp4,00:00:08.432,254
47_Trim2.mp4,00:00:11.170,336
47_Trim3.mp4,00:00:08.171,246
47_Trim4.mp4,00:00:10.739,323
48_Trim1.mp4,00:00:12.934,389
48_Trim2.mp4,00:00:10.186,307
48_Trim3.mp4,00:00:11.440,344
48_Trim4.mp4,00:00:10.937,329
48_Trim5.mp4,00:00:09.921,299
49_Trim1.mp4,00:00:05.421,164
4_Trim1.mp4,00:00:07.653,231
4_Trim2.mp4,00:00:17.500,526
4_Trim3.mp4,00:00:11.904,358
4_Trim4.mp4,00:00:09.904,298
4_Trim5.mp4,00:00:08.901,268
50_Trim1.mp4,00:00:11.688,352
50_Trim2.mp4,00:00:22.438,674
50_Trim3.mp4,00:00:12.185,367
50_Trim4.mp4,00:00:21.221,638
51_Trim1.mp4,00:00:21.572,648
51_Trim2.mp4,00:00:07.172,216
